artist,album,albumyear,bayesian,votes,rating,played
Karfagen,Lost Symphony,2011,4.79,11,4.86,54
Karfagen,Solitary Sandpiper Journey,2010,4.47,7,4.50,44
Karfagen,The Space Between Us,2007,4.32,2,4.25,89
Karfagen,Continium,2006,4.60,6,4.67,150
Karibow,Supernatural Foe Rebirth,2019,4.25,3,4.17,18
Karibow,MOnuMENTO,2018,4.31,7,4.29,34
Karibow,The Unchosen,2018,4.23,10,4.20,37
Karibow,From Here to the Impossible,2017,4.48,11,4.50,59
Karibow,Holophinium Disc 2: Letter From The White Room,2016,4.23,8,4.19,45
Karibow,Holophinium Disc 1: The Fragments,2016,4.11,14,4.07,66
Karibow,Addicted,2014,4.21,16,4.19,152
Karma,Illusions,2018,4.15,3,4.00,8
Karma,Leave Now,2006,4.07,9,4.00,9
Karma Rassa,Music into the void,2014,4.59,1,5.00,2
Karmaflow,Karmaflow: The Original Soundtrack,2015,4.58,7,4.64,7
Karmaflow,The Rock Opera Videogame,2015,4.69,2,5.00,4
Karmakanic,DOT,2016,4.40,32,4.41,169
Karmakanic,Live in The US,2014,4.56,20,4.57,97
Karmakanic,In A Perfect World,2011,4.53,36,4.54,953
Karmakanic,Who's The Boss In The Factory,2008,4.79,38,4.82,986
Karmakanic,Wheel Of Life,2004,4.72,36,4.74,1340
Karmakanic,Entering The Spectra,2002,4.63,40,4.64,1411
Karmakanic & Agents Of Mercy,The Power Of Two - Live In USA,2010,4.56,27,4.57,324
Karmamoi,Room 101,2021,4.28,6,4.25,35
Karmamoi,The Day Is Done,2018,4.29,4,4.25,14
Karmanjakah,A Book About Itself,2021,4.39,9,4.39,43
Karnataka,Secrets Of Angels,2015,4.53,20,4.55,40
Karnivool,Asymmetry,2013,4.43,8,4.44,39
Karnivool,Sound Awake,2009,4.66,21,4.69,121
Karnivool,Themata,2005,4.25,3,4.17,7
Katagory V,Hymns of Dissension,2007,4.38,4,4.38,2
Katatonia,City Burials,2020,4.64,33,4.65,86
Katatonia,The Fall of Hearts,2016,4.72,15,4.77,35
Katatonia,Sanctitude,2015,4.47,7,4.50,16
Katatonia,Last Fair Day Gone Night,2014,4.69,10,4.75,19
Katatonia,Dethroned & Uncrowned,2013,4.35,3,4.33,14
Katatonia,Dead End Kings,2012,4.41,6,4.42,9
Katatonia,Night Is The New Day,2009,4.58,7,4.64,34
Katatonia,The Great Cold Distance,2006,4.48,10,4.50,38
Katatonia,Viva Emptiness,2003,4.21,4,4.13,15
Katatonia,Last Fair Deal Gone Down,2001,4.16,6,4.08,29
Katatonia,Tonight's Decision,1999,4.46,4,4.50,13
Kate Bush,The Sensual World,1989,4.42,19,4.42,117
Kate Bush,Hounds Of Love,1985,4.63,28,4.64,174
Kate Bush,The Dreaming,1982,4.17,26,4.15,102
Kate Bush,Never For Ever,1980,4.47,20,4.48,122
Kate Bush,The Kick Inside,1978,4.49,14,4.50,137
Katra,Out Of The Ashes,2010,4.38,4,4.38,6
Katra,Beast Within,2008,4.75,7,4.86,38
Kaukasus,I',2014,4.35,6,4.33,18
Kayak,Out Of This World,2021,4.59,17,4.62,72
Kayak,Seventeen,2018,4.75,27,4.78,214
Kayak,The best of...,1996,4.43,16,4.44,171
Kayak,Kayak,1974,4.06,10,4.00,28
Kebnekaise,Kebnekaise II,1973,4.18,8,4.13,88
Ken's Novel,Domain Of Oblivion,2004,4.48,9,4.50,128
Kenny Mitchell,Cinematica,2019,4.39,5,4.40,11
Kenny Mitchell,The Lark At Heavens Gate,2016,3.94,2,3.50,9
Kenziner,The Last Horizon,2014,4.42,7,4.43,13
Kenziner,The Prophecies,1999,4.10,6,4.00,10
Kenziner,Timescape,1998,4.19,2,4.00,6
Keor,Petrichor,2018,4.29,4,4.25,10
Keor,Hive Mind,2016,4.03,7,3.93,7
Kepler Ten,Delta-V,2017,4.15,3,4.00,20
Kerrs Pink,Presence Of Life,2021,4.32,5,4.30,30
Kerrs Pink,Mystic Spirit,2013,4.85,6,5.00,96
Kerrs Pink,Art Of Complex Simplicity,1997,4.19,2,4.00,7
Kerrs Pink,A Journey On The Inside,1993,4.42,1,4.50,4
Kerrs Pink,Mellom Oss,1981,4.14,7,4.07,15
Kerry Livgren,The Resurrection Of Lazarus,2021,4.13,4,4.00,6
Kerry Livgren,Collector's Sedition,2000,4.35,6,4.33,23
Kerry Livgren,Odyssey into The Mind's Eye (Original Soundtrack),1996,4.69,26,4.71,499
Kerry Livgren,One of Several Possible Musiks,1989,4.46,4,4.50,259
Kerry Livgren,Prime Mover,1988,4.04,4,3.88,20
Kerry Livgren,Art Of The State,1985,3.88,4,3.63,14
Kerry Livgren,Seeds Of Change,1980,4.44,18,4.44,335
Kerygmatic Project,Now And Again,2015,4.15,3,4.00,2
Kes,Kamlama,2015,4.15,10,4.10,28
Kettlespider,Kettlespider,2017,3.96,4,3.75,5
Kettlespider,Avadante,2012,4.13,8,4.06,27
Kevin Gilbert,Bolts,2009,3.91,6,3.75,21
Kevin Gilbert,The Shaming Of The True,2000,4.40,20,4.40,73
Kevin Gilbert,Thud,1995,4.62,21,4.64,459
Kevin Moore,Shine,2010,4.13,4,4.00,31
Khallice,The Journey,2007,4.25,5,4.20,10
Khan,Space Shanty,1972,4.48,8,4.50,116
Khymera,The Greatest Wonder,2008,4.59,1,5.00,5
Kiama,Sign Of IV (CD 2),2016,4.33,11,4.32,24
Kiama,Sign Of IV (CD 1),2016,4.30,9,4.28,100
Kikagaku Moyo,Kumoyo Island,2022,4.25,1,4.00,4
Kikagaku Moyo,Masana Temples,2018,4.35,3,4.33,4
Kikagaku Moyo,House In The Tall Grass,2016,4.45,3,4.50,2
Kikagaku Moyo,Forest of Lost Children,2014,4.19,2,4.00,4
Kikagaku Moyo,Kikagaku Moyo,2013,4.46,4,4.50,2
Kiko Loureiro,Open Source,2021,4.48,10,4.50,40
Kiko Loureiro,Universo Inverso,2006,4.25,1,4.00,3
Kiko Loureiro,No Gravity,2005,4.55,3,4.67,3
Kiku Latte / Cichla Temensis,Stories,2021,4.13,4,4.00,3
Kim Seviour,Recovery Is Learning,2017,4.37,23,4.37,151
Kimmo Pörsti,Past And Present,2021,4.38,8,4.37,15
Kimmo Pörsti,Wayfarer,2020,4.08,7,4.00,31
Kindler,Afterglow,2013,4.28,6,4.25,139
Kinesic,For the Nth Time,2016,4.35,3,4.33,10
Kinetic Element,Travelog,2015,4.15,3,4.00,14
King Crimson,The Power to Believe,2003,4.64,11,4.68,58
King Crimson,Happy with what You have to be Happy with,2002,4.52,10,4.55,209
King Crimson,The ConstruKction Of Light,2000,4.17,14,4.14,223
King Crimson,Thrak,1995,4.51,28,4.52,776
King Crimson,VROOOM,1994,4.35,6,4.33,134
King Crimson,Three of a Perfect Pair - 40th Anniversary - (Steven Wilson Remix-Remaster),1984,4.54,4,4.63,4
King Crimson,Beat,1982,4.40,10,4.40,329
King Crimson,Discipline (2011 Steven Wilson Stereo Remix-Remaster),1981,4.44,28,4.45,209
King Crimson,Road To Red (2013 Steven Wilson Stereo Mix-Remaster),1974,4.72,34,4.74,291
King Crimson,Red (2009 Steven Wilson Stereo Remix-Remaster),1974,4.61,31,4.63,316
King Crimson,Starless And Bible Black Bonus (2011 Steven Wilson Stereo Remix-Remaster),1974,4.69,2,5.00,13
King Crimson,Starless And Bible Black (2011 Steven Wilson Stereo Remix-Remaster),1974,4.25,17,4.24,89
King Crimson,Larks' Tongues In Aspic (2012 Steven Wilson Stereo Remix-Remaster),1973,4.39,9,4.39,21
King Crimson,Islands (2010 Steven Wilson Stereo Remix-Remaster),1971,4.28,15,4.27,109
King Crimson,In The Wake Of Poseidon (2010 Steven Wilson Stereo Remix-Remaster),1970,4.60,32,4.61,267
King Crimson,Lizard (2010 Steven Wilson Stereo Remix-Remaster),1970,4.36,7,4.36,9
King Crimson,In The Court Of The Crimson King (2009 Steven Wilson Stereo Remix-Remaster),1969,4.70,34,4.72,269
King Gizzard & The Lizard Wizard,"Ice, Death, Planets, Lungs, Mushrooms And Lava",2022,4.38,4,4.38,4
King Gizzard & The Lizard Wizard,Omnium Gatherum,2022,4.21,11,4.18,13
King Gizzard & The Lizard Wizard,L.W.,2021,4.39,18,4.39,53
King Gizzard & The Lizard Wizard,Butterfly 3000,2021,4.39,22,4.39,56
King Gizzard & The Lizard Wizard,Flying Microtonal Banana,2017,4.48,11,4.50,28
King Gizzard & The Lizard Wizard,Murder Of The Universe,2017,4.35,3,4.33,1
King Gizzard & The Lizard Wizard,Polygondwanaland,2017,4.19,2,4.00,3
King Goat,Conduit,2016,3.94,2,3.50,5
King Gorm,King Gorm,2020,4.22,6,4.17,20
King Misfit,Under Ancient Ground,2011,4.77,14,4.82,68
King Of Agogik,After The Last Stroke,2019,4.13,4,4.00,6
King Of Agogik,Morning Star,2017,4.25,9,4.22,35
King Of Agogik,Exlex Beats,2014,3.94,2,3.50,25
King Of Agogik,From A To A,2011,4.25,3,4.17,17
King's X,Three Sides of One,2022,4.13,4,4.00,4
King's X,Live Love In London CD1,2010,4.79,11,4.86,84
King's X,Live Love In London CD2,2010,4.48,11,4.50,105
King's X,XV,2008,4.30,14,4.29,387
King's X,Ogre Tones,2005,4.33,14,4.32,177
King's X,Black Like Sunday,2003,4.44,10,4.45,33
King's X,Please Come Home...Mr. Bulbous,2000,4.44,2,4.50,53
King's X,Tape Head,1998,4.36,10,4.35,242
King's X,Best of King's X,1997,4.33,11,4.32,247
King's X,Ear Candy,1996,4.48,9,4.50,357
King's X,Dogman,1994,4.45,13,4.46,476
King's X,King's X,1992,4.54,16,4.56,442
King's X,Faith Hope Love,1990,4.51,21,4.52,657
King's X,Gretchen Goes To Nebraska,1989,4.49,29,4.50,844
King's X,Out Of The Silent Planet,1988,4.37,11,4.36,342
KingBathmat,Dark Days,2017,3.94,2,3.50,12
KingBathmat,Overcoming The Monster,2013,4.19,2,4.00,38
KingBathmat,Truth Button,2012,4.53,7,4.57,92
KingBathmat,Fantastic Freak Show Carnival,2005,4.43,8,4.44,47
Kingcrow,The Persistence,2018,4.40,21,4.40,34
Kingcrow,Eidos,2015,4.66,12,4.71,46
Kingcrow,In Crescendo,2013,4.78,20,4.83,71
Kingcrow,Live in Atlanta,2013,4.72,6,4.83,36
Kingcrow,Phlegethon,2010,4.48,9,4.50,48
Kingfisher Sky,Rise,2021,4.04,4,3.88,27
Kingfisher Sky,Technicoloured Eyes,2018,4.21,4,4.13,10
Kingfisher Sky,Arms of Morpheus,2014,4.25,3,4.17,14
Kingfisher Sky,Skin of the Earth,2010,4.25,1,4.00,9
Kingfisher Sky,Hallway of dreams,2007,4.65,10,4.70,41
Kingston Wall,III - Tri-Logy,1994,4.30,17,4.29,53
Kingston Wall,II,1993,4.23,8,4.19,96
Kino,Radio Voltaire,2018,4.33,35,4.33,109
Kino,Picture,2005,4.51,23,4.52,678
Kirk,Masquerade,2014,4.60,6,4.67,33
Kisaragi Station,First Flame,2022,4.60,15,4.63,21
Kiuas,The New Dark Age,2008,4.09,1,3.50,5
Klaus Schulze,X (CD 1),1978,4.69,10,4.75,181
Klaus Schulze,X (CD 2),1978,4.65,3,4.83,15
Klaus Schulze,Body Love,1977,4.46,16,4.47,140
Klaus Schulze,Body Love 2,1977,4.34,9,4.33,38
Klaus Schulze,Timewind Cd 2,1975,4.33,17,4.32,39
Klaus Schulze,Timewind,1975,4.29,11,4.27,28
Klone,Le Grand Voyage,2019,4.35,6,4.33,15
Klone,Here Comes The Sun,2015,4.56,19,4.58,41
Knifeworld,Bottled Out Of Eden,2016,4.16,6,4.08,31
Knifeworld,The Unravelling,2014,3.96,4,3.75,16
Knifeworld,Dear Lord No Deal EP,2011,4.25,1,4.00,5
Knifeworld,Buried Alone - Tales of Crushing Defeat,2009,4.09,1,3.50,20
Knight Area,D-Day II - The Final Chapter,2022,4.42,7,4.43,20
Knight Area,D-Day,2020,4.45,12,4.46,32
Knight Area,Heaven and Beyond,2017,4.34,15,4.33,47
Knight Area,Hypderdrive,2014,4.39,5,4.40,69
Knight Area,Between Two Steps [EP],2013,4.32,2,4.25,19
Knight Area,Nine Paths,2011,4.30,9,4.28,125
Knight Area,Realm of Shadows,2009,4.52,9,4.56,329
Knight Area,Under A New Sign,2007,4.74,16,4.78,529
Knight Area,The Sun Also Rises,2004,4.58,7,4.64,415
Kollár Attila,Progrock '55,2017,4.21,9,4.17,37
KoMaRa,KoMaRa,2015,3.92,7,3.79,25
Kompendium,Beneath The Waves - Elements (CD 2),2013,4.25,1,4.00,16
Kompendium,Beneath The Waves - Elements (CD 1),2013,3.94,2,3.50,30
Konchordat,Rise To The Order,2016,4.16,12,4.13,68
Konchordat,The New Crusade,2011,4.09,1,3.50,49
Konchordat,English Ghosts,2009,4.41,12,4.42,153
Konom,Konom,2021,4.46,4,4.50,40
Kopecky,Blood,2006,4.03,6,3.92,6
Kopecky,Serpentine Kaleidoscope,2000,4.09,1,3.50,1
Kopecky,Kopecky,1999,3.94,2,3.50,5
Korai Öröm,2009,2009,4.36,10,4.35,118
Korni Grupa,Not An Ordinary Life,1974,4.72,6,4.83,12
Kornmo,Fimbulvinter,2021,4.13,4,4.00,5
Kornmo,Vandring,2019,4.25,3,4.17,3
Kosmodome,Kosmodome,2021,4.63,4,4.75,10
Kosmus,Kosmus,2016,4.25,1,4.00,1
Kotebel,Cosmology,2017,4.11,14,4.07,99
Kotebel,Concerto For Piano And Electric Ensemble,2012,4.55,12,4.58,190
Kotebel,Ouroboros,2009,4.42,1,4.50,16
Kotebel,Omphalos,2006,4.25,1,4.00,16
Kotebel,Mysticae Visiones,2002,3.89,5,3.70,21
Kotipelto,Serenity,2007,4.29,4,4.25,9
Kotipelto,Coldness,2004,4.19,2,4.00,7
Kotipelto,Waiting For The Dawn,2002,4.55,3,4.67,21
Kouzin Bedlam,Longing For The Incomplete,2014,4.25,3,4.17,4
Koyaanisqatsy,From The Yearning To Burst - The Perpetual Circle,2000,4.84,31,4.87,84
Kraftwerk,Computer World [2009 Digital Remaster],1981,4.45,21,4.45,127
Kraftwerk,The Man Machine (2009 Digital Remaster),1978,4.43,28,4.43,190
Kraftwerk,Trans Europe Express [2009 Digital Remaster],1977,4.32,21,4.31,71
Kraftwerk,Autobahn [2009 Digital Remaster],1974,4.14,18,4.11,94
Kramer,Life Cycle,2007,4.70,7,4.79,22
Kristoffer Gildenlöw,Let Me Be A Ghost,2021,4.23,8,4.19,35
Kristoffer Gildenlöw,Homebound,2020,4.40,11,4.41,30
Kristoffer Gildenlöw,The Rain,2016,4.14,14,4.11,122
Kristoffer Gildenlöw,Rust,2012,4.07,2,3.75,24
Krysalyd,Digression,2006,4.62,13,4.65,51
KSIZ,Nerve of War,2012,4.68,8,4.75,36
KSIZ,Sandcrawler,2007,4.25,3,4.17,3
Kungens Män,Fuzz på svenska,2018,3.89,5,3.70,2
Kvazar,A Giant's Lullaby,2005,4.19,2,4.00,16
Kyle Morrison,Pianometal,2017,4.35,3,4.33,6
Kylesa,Exhausting Fire,2015,4.09,1,3.50,1
Kyros,Celexa Streams,2021,4.64,11,4.68,52
Kyros,Celexa Dreams,2020,4.61,14,4.64,26
Kyros,Vox Humana (CD 1),2016,4.59,24,4.60,291
Kyros,Vox Humana (CD 2),2016,4.44,18,4.44,183
Kyros,Synaesthesia,2014,4.61,31,4.63,306
L'Anima,Departures,2017,4.13,4,4.00,6
L'herba D'hamelí,Interiors,2015,4.61,10,4.65,203
L'herba D'hamelí,Girafes A Sibèria,2011,4.09,1,3.50,11
La Torre dell'Alchimista,Neo,2007,4.35,3,4.33,126
La Torre dell'Alchimista,La Torre dell'Alchimista,2001,4.32,2,4.25,91
La Tulipe Noire,Matricide,2013,4.43,9,4.44,116
La Tulipe Noire,Nostimon Hemar,2006,4.29,4,4.25,104
La Tulipe Noire,Faded Leaves,2002,4.42,7,4.43,189
La-Ventura,La-Ventura 2.0,2015,4.55,3,4.67,1
La-Ventura,White Crow,2013,4.69,2,5.00,3
Labÿrinth,Architecture of a God,2017,4.03,6,3.92,25
Labÿrinth,Return To Heaven Denied Pt. II [Bonus Tracks],2010,4.61,5,4.70,27
Labÿrinth,6 Days To Nowhere,2007,4.25,5,4.20,17
Labÿrinth,Freeman,2005,4.40,10,4.40,39
Labÿrinth,Labyrinth,2003,4.54,4,4.63,16
Labÿrinth,Sons of Thunder,2000,3.85,3,3.50,8
Lacrimosa,Elodia,1999,4.44,2,4.50,3
Lacuna Coil,Black Anima,2019,4.32,2,4.25,3
Lacuna Coil,Broken Crown Halo,2014,3.85,3,3.50,22
Lacuna Coil,Dark Adrenaline,2012,4.19,2,4.00,2
Lacuna Coil,Karmacode,2006,4.54,5,4.60,16
Lacuna Coil,Comalies,2002,4.36,10,4.35,39
Lacuna Coil,Unleashed Memories,2000,4.75,7,4.86,40
Lacuna Coil,HALFLife,2000,4.25,1,4.00,1
Lacuna Coil,In A Reverie,1999,4.66,6,4.75,14
Lacuna Coil,Lacuna Coil,1997,4.72,6,4.83,34
Lake,Paradise Island,1979,4.25,3,4.17,21
Lake,Lake,1977,4.38,12,4.38,67
Lake Of Tears,The Neonai,2002,4.25,1,4.00,11
Lalu,Paint The Sky,2022,4.48,38,4.49,57
Lalu,Live At P60,2015,4.48,12,4.50,23
Lalu,Atomic Ark,2013,4.54,16,4.56,60
Lalu,Oniric Metal,2005,4.71,18,4.75,55
Lana Lane,Neptune Blue,2022,4.55,22,4.57,26
Lana Lane,El Dorado Hotel,2012,4.53,7,4.57,43
Lana Lane,Red Planet Boulevard,2007,4.28,8,4.25,245
Lana Lane,Gemini,2006,4.45,3,4.50,4
Lana Lane,10th Anniversary Concert,2005,4.64,11,4.68,219
Lana Lane,Lady Macbeth,2005,4.40,10,4.40,410
Lana Lane,Return To Japan (DISC 2-Acoustic Live And Special Events),2004,4.53,8,4.56,150
Lana Lane,Return To Japan (DISC 1-Lana Lane Band),2004,4.57,2,4.75,126
Lana Lane,Covers Collection,2003,4.62,17,4.65,180
Lana Lane,Lana Lane / Erik Norlander / Rocket Scientists: European Tour 2003 Souvenir CD (Limited Edition),2003,4.52,11,4.55,187
Lana Lane,Winter Sessions,2003,4.28,6,4.25,78
Lana Lane,Project Shangri-La,2002,4.47,6,4.50,155
Lana Lane,Lana Lane / Erik Norlander / Rocket Scientists / European Tour 2001 Souvenir CD,2001,4.81,10,4.90,178
Lana Lane,Secrets Of Astrology,2000,4.58,20,4.60,531
Lana Lane,Ballad Collection (Disk 1),2000,4.59,1,5.00,30
Lana Lane,Ballad Collection (Disc 2),2000,4.44,2,4.50,59
Lana Lane,Queen Of The Ocean,1999,4.23,8,4.19,200
Lana Lane,Garden Of The Moon,1998,4.25,1,4.00,148
Lana Lane,Love Is An Illusion,1995,4.45,3,4.50,1
Lance King,Reprogram,2019,4.38,16,4.38,45
Lance King,A Moment in Chiros,2011,4.18,5,4.10,4
Land of Chocolate,Unikorn on the Cob,2001,4.05,3,3.83,22
Land Of Tales,Silence.,2008,4.25,1,4.00,3
Landmarq,Thunderstruck,1999,4.53,8,4.56,195
Lanfear,The Code Inherited,2016,4.41,6,4.42,16
Lanfear,X to the Power of Ten,2008,4.32,2,4.25,5
Lanfear,Art Effect,2003,4.25,1,4.00,9
Lapis Lazuli,Wrong Meeting,2016,4.36,7,4.36,13
Lars Boutrup,The Symphonic Dream,2011,4.19,2,4.00,32
Last Knight,Seven Deadly Sins,2019,4.43,9,4.44,14
Last Tribe,Witch Dance,2002,4.40,10,4.40,24
Last Union,Most Beautiful Day,2016,4.81,7,4.93,36
Laurie Anderson,Mister Heartbreak,1984,4.18,8,4.12,85
Lava Engine,In Bloom,2015,4.25,1,4.00,3
Laviàntica,The Experience,2018,3.88,4,3.63,9
Laviàntica,Clessidra,2013,4.25,3,4.17,4
Lazleitt,On the Brink,2018,4.09,1,3.50,1
Lazuli,Le Fantastique Envol De Dieter Bohm,2020,4.22,6,4.17,33
Lazuli,Saison 8,2018,4.42,1,4.50,14
Lazuli,Nos âmes saoules,2016,4.08,8,4.00,27
Lazuli,Tant Que L'herbe Est Grasse,2014,4.61,18,4.64,268
Lazuli,En Avant Doute...,2007,4.09,1,3.50,63
Le Orme,Felona e Sorona,1973,4.81,15,4.87,28
Leafblade,The Goddess With Child,2020,4.18,5,4.10,28
Leafblade,"Beyond, Beyond",2009,4.19,2,4.00,18
Leafless Tree,The First Leaf,2009,4.66,12,4.71,501
Leap Day,Treehouse,2021,4.11,9,4.06,11
Leap Day,Timelapse,2018,4.56,11,4.59,42
Leap Day,"From the Days of Deucalion, Chapter 2",2015,4.14,18,4.11,44
Leap Day,"From the Days of Deucalion, Chapter 1",2013,4.13,8,4.06,24
Leap Day,Awaking The Muse,2009,4.75,13,4.81,274
Leaves' Eyes,The Last Viking,2020,4.54,16,4.56,37
Leaves' Eyes,Symphonies Of The Night,2013,4.76,16,4.81,65
Leaves' Eyes,Legend Land,2006,4.54,5,4.60,6
Leaves' Eyes,Vinland Saga (Limited Edition),2005,4.74,22,4.77,65
Leaves' Eyes,Lovelorn,2004,4.86,7,5.00,43
Lebowski,Galactica,2019,4.53,7,4.57,25
Lebowski,Cinematic,2010,4.40,11,4.41,454
Lee Abraham,Only Human,2021,4.53,8,4.56,9
Lee Abraham,Harmony / Synchronicity,2020,4.44,11,4.45,24
Lee Abraham,Comatose,2019,4.21,4,4.13,10
Lee Abraham,Colours,2017,4.40,31,4.40,178
Lee Abraham,The Seasons Turn,2016,4.61,28,4.63,298
Lee Abraham,Distant Days,2014,4.56,10,4.60,75
Lee Abraham,Black & White,2009,4.30,9,4.28,222
Lee Abraham,View From The Bridge,2004,4.32,2,4.25,53
Legacy Pilots,The Penrose Triangle,2021,4.15,3,4.00,13
Legacy Pilots,Aviation,2020,4.49,16,4.50,59
Legacy Pilots,Con Brio,2018,4.32,2,4.25,4
Legend,Spirit,2013,4.56,11,4.59,76
Lemmings Suicide Myth,Lemmings Suicide Myth,2018,4.09,1,3.50,8
Lemur Voice,Divided,1999,4.66,21,4.69,79
Lemur Voice,Insights,1996,4.18,5,4.10,15
Leonardo - The Absolute Man,Original Cast Recording,2001,4.72,17,4.76,309
Leprechaun,Leprechaun,2008,4.39,14,4.39,254
Leprous,Aphelion,2021,4.64,22,4.66,46
Leprous,Pitfalls,2019,4.68,39,4.69,106
Leprous,Malina,2017,4.49,17,4.50,48
Leprous,Live At Rockefeller Music Hall,2016,4.64,11,4.68,50
Leprous,The Congregation,2015,4.81,36,4.83,150
Leprous,Coal,2013,4.54,16,4.56,32
Leprous,Bilateral,2011,4.66,15,4.70,58
Leprous,Tall Poppy Syndrome,2009,4.72,29,4.74,125
Leprous,Aeolia,2006,4.41,6,4.42,16
Les Claypool's Frog Brigade,Live Frogs Set 2 (Animals),2001,4.60,20,4.63,164
Les Penning,Belerion,2016,3.88,4,3.63,21
Leslie Spring,Gods And Machines,2003,4.64,7,4.71,33
Lesoir,Babel (Official Short Film),2022,4.55,3,4.67,4
Lesoir,Mosaic,2020,4.28,6,4.25,23
Lesoir,Latitude,2017,4.33,8,4.31,11
Lesoir,Luctor Et Emergo,2014,4.23,23,4.22,58
Lesoir,Transcience,2013,4.66,6,4.75,123
Leverage,Above the Beyond,2021,4.21,4,4.13,6
Leverage,DeterminUs,2019,4.32,5,4.30,14
Leverage,The Devil's Turn,2018,4.25,1,4.00,1
Leverage,Circus Colossus,2009,4.25,1,4.00,2
Leverage,Follow Down That River (EP),2007,4.19,2,4.00,2
Leverage,Tides,2006,4.42,1,4.50,10
Leviathan,"Cant be Seen by Looking: Blurring the Lines, Clouding the Truth",2018,4.42,1,4.50,4
Leviathan,"Beholden to Nothing, Braver Since Then",2014,4.55,3,4.67,1
Life Line Project,Armenia,2013,3.97,5,3.80,22
Life Line Project,20 Years After,2012,4.45,3,4.50,33
Life Line Project,The Journey,2011,4.18,5,4.10,42
Life Line Project,Distorted Memories,2010,4.20,7,4.14,104
Life Line Project,The Finnishing Touch,2009,4.19,2,4.00,25
Life Line Project,The King,2009,4.16,6,4.08,47
Life Line Project,Modinha,2008,4.58,8,4.63,25
Life Line Project,Beyond Time,1994,4.57,2,4.75,20
Life To Those Shadows,Life to Those Shadows,2018,4.42,1,4.50,10
Lifesigns,Altitude,2021,4.44,11,4.45,41
Lifesigns,Cardington,2017,4.57,15,4.60,102
Lifesigns,Lifesigns,2013,4.53,21,4.55,231
Light Damage,Numbers,2018,4.45,3,4.50,16
Light Damage,Light Damage,2014,4.40,10,4.40,119
Light Field Reverie,Another World,2020,4.55,3,4.67,19
Lighthouse Sparrows,Aerials,2022,4.28,8,4.25,31
Lightspeed,Waves,2006,4.16,6,4.08,78
Linder Bros,Linder Bros,2015,4.41,27,4.41,299
Lindsey Boullt,Composition,2007,4.61,5,4.70,61
Lion Shepherd,Heat,2017,4.38,4,4.38,32
Lion Shepherd,Hiraeth,2015,4.36,7,4.36,110
Liquid Scarlet,II,2005,4.25,3,4.17,116
Liquid Scarlet,Liquid Scarlet,2004,4.71,4,4.88,18
Liquid Society,From Dreams To Reality,2014,4.15,3,4.00,6
Liquid Tension Experiment,LTE3,2021,4.39,60,4.39,123
Liquid Tension Experiment,Liquid Trio Experiment - Spontaneous Combustion,2007,4.32,22,4.32,27
Liquid Tension Experiment,Liquid Tension Experiment 2,1999,4.79,32,4.81,82
Liquid Tension Experiment,Liquid Tension Experiment 1,1998,4.69,23,4.72,50
Liquid Wolf,Second Wind Part 2,2017,4.13,4,4.00,29
Liquid Wolf,Second Wind Part 1,2016,4.32,5,4.30,39
Liquid Wolf,First Light,2012,4.30,9,4.28,43
Lisa LaRue Project 2K9,Fast And Blue,2011,4.25,1,4.00,10
Lithium Dawn,Tearing Back the Veil II: Awakening,2017,4.38,4,4.38,3
Lithium Dawn,Tearing Back The Veil I: Ascension,2015,4.42,1,4.50,2
Lithium Dawn,AION,2012,4.25,1,4.00,13
Little Atlas,Automatic Day,2013,4.08,7,4.00,111
Little Atlas,Hollow,2007,4.52,11,4.55,289
Little Atlas,Wanderlust,2005,4.59,12,4.62,336
Little Atlas,Surface Serene,2003,4.04,5,3.90,156
Little V,Wants To Battle,2014,4.45,3,4.50,4
Little V,Metal Effect,2011,4.25,1,4.00,2
Living Stilts,Shipwreck,2014,3.75,1,2.50,27
Lizard,Half-Live,2000,4.19,2,4.00,2
Lizards Exist,Lizards Exist,2014,4.46,4,4.50,10
Lobate Scarp,You Have It All,2022,4.48,8,4.50,13
Lobate Scarp,Time And Space,2014,4.44,2,4.50,16
Logic Mess,Element Of The Grid,2012,4.36,7,4.36,30
London Underground,Four,2018,4.41,6,4.42,23
Lonely Robot,A Model Life,2022,4.39,5,4.40,6
Lonely Robot,Feelings Are Good,2020,4.46,4,4.50,28
Lonely Robot,Under Stars,2019,4.48,8,4.50,35
Lonely Robot,The Big Dream,2017,4.36,14,4.36,128
Lonely Robot,Please Come Home,2015,4.61,5,4.70,61
Long Distance Calling,Eraser,2022,4.23,8,4.19,7
Long Distance Calling,How Do We Want To Live?,2020,4.56,11,4.59,26
Long Distance Calling,Boundless,2018,4.80,12,4.88,69
Long Earth,Once Around The Sun,2020,4.46,4,4.50,22
Long Earth,The Source,2017,4.25,1,4.00,3
Look To Windward,In Fantasy,2019,4.19,2,4.00,10
Look To Windward,Kepler,2014,4.19,2,4.00,6
Looking-Glass Lantern,A World Of Great Invention,2021,4.25,3,4.17,5
Looking-Glass Lantern,Candlelight And Empire,2017,3.94,2,3.50,13
Looking-Glass Lantern,The Hound of the Baskervilles,2014,4.04,4,3.88,17
Loonypark,Deep Space Eight,2019,4.53,21,4.55,72
Lord Of Mushrooms,Perspectives,2012,4.49,16,4.50,62
Lord Of Mushrooms,7 Deadly Songs,2005,4.32,5,4.30,11
Loreena McKennitt,A Midwinter Night's Dream,2008,4.09,1,3.50,75
